text,label
"@ddlovato  come to manchester while your in england  id love to meet you did you have fun in germany? its beautiful, i love it. (L) xx",positive
@wandaharland i will continue to smuggle whole crates in my bra then! ,positive
heading to rehearse beethoven's 5th symphony and 5th piano concerto with gurer aykal and faz?l say with borusan phil. now.. not too fond ,negative
thinks her husband lost his wedding band ,negative
ohh not even sleepy.....95% awake  and a whole lot of nothing to do!,negative
Okay so we discovered that the videos template is there just not the clip... ill check tomorrow.. hope its funny  night - Nick,positive
@anne_pearl helloooooo ,positive
@JonathanRKnight y'know since you saw a show you can go all britguy(like nkgirl) and tweet us your experience...tweet by tweet  besobeso,positive
Going prom dress shopping (finally!) .. Still haven't finished my homework lol ,positive
"@melaniejustine: Aw, love you too ",positive
I dreamed of dog training last night... Don't even have a dog right now ,negative
@ilove5spots I want one too but can't eat till noon ,negative
@madmain wow what a hash tag! ,positive
@xkayteebear haha well your a very nice girl ,positive
i am annoyed that the mother deleted britains got talent ,negative
@jonathanchard I get like that when I am around the sweets!  I just love them so ,negative
in the train again... direction Paris... ce soir a Rennes. Le week-end est fini ,negative
@jjsnyc @miketempleton may have to kidnap @miketempleton to #BigOmaha but i'm pretty sure this counts as a business trip ,positive
@ZombieNicholas i thought for a minute it said &quot;watching dexter&quot; i was going to get so mad LOL. I want to watch dexter. ,negative
Designing a nice clean and clear concept today. Whitespace is the name of the game ,positive
@SufiBEE I can't play Blip.fm tunes on my iPhone ,negative
@Jonasbrothers @ddlovato Just waiting for may 24th.. ,positive
@shmulyt http://twitter.com/aplusk  ...  i'm waiting for you to catch up to him in followers... ,positive
@Disho14 I know the feeling today!  I  need you here to make coffee ,negative
wow. it can't get much worse than this ,negative
"Going to choir. Ugghh, i dont feel good at all ",negative
"Faith, Andrew and I's philosophy for Assembling DM: Laugh or you'll cry.  We're about to slaughter Motion.  ",positive
Going to try the new shower now  Laters  x,positive
@AerisPinazzo Love the new pic btw ,positive
@miumina Just remember her heritage! LOL. How exciting getting a new doggie! Enjoy ,positive
@kirstybelle see im in love Danny Stevens outta The Audition he reminds me of a blonde vampire  i wanna squeeze his moobs hahahahaa BADLY!,positive
"feels bad for my dad, he's got a fractured rib   Ouch!",negative
headed 2 my 1st college visit wit CAU ... we'll how much I like it. then IHOP !! Ummm ,positive
im watching greys anatomy last episode. so sad ,negative
@PiggyRod i was shaving my arm pit. And it hurts ,negative
 zac efron makes me wanna love life. Haha,positive
[Wrote] From Tantrums to Positive Behavior - A Frugal Mom's Tale http://cli.gs/g8A0WQ Any feedback would be appreciated. ,positive
@missrogue I'll by drinks for anybody that can pull off Boy Named Sue by Johnnie Cash ,positive
"@Sinte also, i forgot how hot Adam Ant is all dressed up like that. i want that outfit and make-up ",negative
"Just watched &quot;the Strangers&quot;, very strange movie. Fun though. ",positive
Now in deep remodeling kitchen!!  Whos idea was this to start with-LOL!!  Oh it was  mine ,negative
"well well, a good morning it is then ",positive
going to try and sleep before lola wakes up to eat again. so tired ,negative
Well i'm off to bed.  Get rested up so that you can cheer the Penguins on tomorrow as they prepare to spank the Flyers again!   GO PENS!,positive
Thank L I saw a movie that brought be up a bit.  Still not great though ,negative
Feels like going out today! only no were to go ,negative
@Chellelilbmore. I'm good  how r u?,positive
"@aplusk Well now that you have 1,158,575 followers I guess I have less chances of getting a twit from ya ",negative
Logging out. I need to study.... ,negative
Good night y'all.  Have P2 of my class tomorrow so it's an early Saturday... What a way to spend my birthday ,negative
@lpetch you suck!!!! Blahhhh ,positive
I hope everyone had a great weekend!! I wish it weren't Monday already... sigh ,negative
"@Copy_Pixie I feel loved.  Finally some validation for those 3 1/2  years of slaving away.  Also, I think it's time for mini-reunion. ",positive
Aww my cousins are gone! It's peaceful now...I miss them already ,negative
@smallcurator The two with the tails were together 15.5yrs. Loulou (grey) really misses George (tabby) since he crossed the RB ,negative
Only Had 2 hours Sleep  dam it - Got a day off college wipwee =]  Lovin the weater @ the moment.If u see an orange tou rbus pass tell me x,negative
2 or 3 months before i see their faces again ,negative
@randomblink thanks for the shout out ,positive
Off to meet my girlfriend for a late lunch! ,positive
"@vandy_girl lucky u!, one more week for me ",negative
GOING 2 BED NOW. IM VERY TIRED..I HAD A LONG DAY. GOODNITE TWITTERS!! ,positive
F1 in china finished  Germany roules ,positive
posting music news ,positive
mmmmm..just made Chicken 'n' vegie soup ,positive
well canucks lost game 2  so i guess it's onto game 3 !,negative
@LiDLo Haaa!!!  I LOVE It!!  How about a Toronto BF?? Heee Have an awesome day Lo ,positive
@tee_dub Sorry T-dog.  I know you've been looking forward to the big race! ,negative
"@DustinDK cool, would be good to watch in from here in the UK ",positive
Maria says Paul is our hero after jumping our car at the hospital so we could take our baby home!  Then he disappeared like Superman ,positive
"@GirlFridayK You're reading my mind, lady. That's what I'm writing up on for tonight's ISS piece. ",positive
@lordmooch Good to read you're safe and well  And do you ever wanna go back to windows os now ;-),positive
Jamming postponed again! Boohoohoozx damn you flu bug! ,negative
is very tired . ,negative
Didn't get chosen for the trip to China. FML ,negative
@andiiblaque It took a lot of begging but y parents finally gave in and are lending me money for the show.!!! ,positive
@Hollywood_Trey ,positive
"Eternally grateful for my God given friends (family), they keep me sane. And boost my ego!! ",positive
ahhh.. ok. i just thought baka u get bothered with my spam posts about pets. im just so so so sad.. ,negative
Really fucked things up tonite. Gonna be alone for awhile. ,negative
@Atrusni  nope   how bout u?,negative
 spring break is over not sur who's more disappointed me or da kid.  *Buffie*,negative
thinks her tweeting friends have disappeared ,negative
"yayy, my hair is no longer carrot coloured ",positive
Greek easter fun all day ,positive
Its so nice outside. What a day to be at work ,negative
@Ean_  I miss you Ean.,positive
@nycgrl88 omgosh thats terrible ,negative
@stephmatee ahh okay ,negative
"@mizwoody Aww, thank you. That made me smile this morning.  ",positive
At work from 9-4 ,negative
@twandaforce I know I'm enjoying this muchly ,positive
Imagine the check out line at Carrefour during the weekend. Now imagine that while most of the workers are on strike. Just my luck  -K,negative
@ddlovato I know how you feel... From america to europe is a nightmare!! ,negative
"uber boreddd, i need some coke @ddlovato + i never knew that, learn something new everyday. ",positive
@robbie42601 have a good night ,positive
@RpattzS_DEJA nothing still hurting irl  ,negative
@bluapp Any way to resize the window of Blu at all? Will this feature come out soon? ,positive
@bikeindia LOL! I think he shud get a pic of his taken with the bunnies himself now  The damn LCR site is alrdy NSFW at work though!,positive
@PaulaAbdul Hope you get well soon. Take care. ,positive
Having an awesome weekend ... thx Pinky ~ your the best &amp; H.A.  LM,positive
"@PennySA i am gettig there  i mentally walk myself through the waterfront sometimes! how sad, cant wait to go back, dunno when though...",negative
is wondering how much longer she is gonna have to put up with this cold?  off to watch some supernatural to make me feel better  xxx,negative
"is going to work, and wishing her boyfriend would come and visit her ",negative
.. and of course congratulations to @Mina_Secrets for 5th Best model.. ,positive
"@ddlovato take care,, sometimes jet lag is annoying  but have a nice trip Demi! ",positive
Back from a fab day at Tara's wedding yesterday. Now trying to deny all knowledge of school in the morning ,negative
@JimKondo thank you for the warm welcome ,positive
Is no longer daydreaming about anything as she has a puppy wee and a pigsty of a kitchen to clear up. ,negative
"@scoober5 Yes, I would. I mean, I enjoyed it. ",positive
hanging out with biology til 4am woo  !,positive
says i cant open my plurk  http://plurk.com/p/ri0tr,negative
"@coreyhaines worrying about the weather now - thunderstorms last night, maybe more today ",negative
All work and no play makes Heidi a dull girl. ,negative
"is Awake, feeling the same as last night.  http://plurk.com/p/oylx3",negative
@RobKleine Just saw your post about Coldwater Creek and Talbots... very funny. The bookstore and Nagoya Japanese Steakhouse were great ,positive
Just Opened my Friendster and I have a lots of pending requests. I don't know who they are. ,negative
I talk with the group in PT.2  http://tinyurl.com/d8trbu,positive
"worker in the house, wonderfull ",negative
@SilknPearls Can you believe  220 followers oops now it just dropped down to 219  made somebody mad decided they did not like me ,negative
@jonthanjay I have an Itunes gift card 4 u but Bryan can't find it and im stuck in Mass....u will be getting it tho ,positive
@Geoaddict I will. Thanks. ,positive
Gahh I need a job!!! I want a new guitar...like now ,negative
the IAMX gig was amazing! the most magical gig i've ever been to tbh ,positive
"@jarodvhale Got it last night, listening today. Thanks for  the offer, that's so cool of you. ",positive
@Dobbytastic you sent it ,positive
my mom is here for a visit! Lucky me! Great way to spend a weekend ,positive
heading out ,positive
"@akashopper have fun!!!! Unfortunetly, I have to miss out ",negative
2 weeks holiday soon over ,negative
@rickyhorror yeah. unfortunately. 3 midnight shifts in a row. ,negative
going to bed I can't believe I'm awake still ,positive
@MariahCarey aka Mrs. 500-hours- Beauty School: What`s your personal Cosmetic &quot;Highlight&quot; ??? ,positive
i just had chinese. so yumm. but now soo full. ate tooooo much. ,negative
Gonna relax before the week comes ,positive
Am so tired been awake since 6.30am cant sleep ,negative
@kristy_92 agreed! i dont get it. ,negative
just had a minor freak out at a big bug flying in the window and landing on me ,negative
"@lizluvsJK He has and we appreciate it. But Danny is mmm mmm good, I could do without all of the tattoos though ",negative
@IAmJMAck and I would be nothing without people like u..pay it forward ,positive
"i was getting like 10 followers a day on old username, now its 1 a day if im lucky  I cant find anyone with my interests &gt;.&lt;",negative
@StephenAckroyd Dual accounts coming very VERY soon to TweetDeck is you can hang on a little bit longer ,positive
"@Marialuvsmusic Thanks. I get bored with things easily, so if I have the opportunity to change it, I CHANGE IT. ",positive
@AlexAllTimeLow Rockaway Mall in Rockaway New Jersey! its a great place to have a acoustic show ,positive
@Quasimondo you asked for it!  http://is.gd/tikW  ,positive
@mileycyrus http://twitpic.com/4fzo7 - Brandi looks great here *-* But I prefer you as you're now..don't dye your hair ,negative
@Ottomaniac Of course I'm excited too!  Pictures!    You know me!  LOL  John has to work though so it's a bummer....  ,negative
@bencounsell yup this guy is definitely cool ,positive
everything just went on paid orgramming mode  goin to bed.,negative
I can't sleep n the bf is nowhere 2 b found ,negative
Went to bed good and early... didn't get to sleep till 3. Insomnia is a bitch ,negative
@shaneheadboy ,positive
Djs/travelers! 24h real-time Train-channel rules! You can watch the trip through the front window of the train. Best channel after a gig. ,positive
@gfalcone601 caramel frapachino with cream is the way to go haa ,positive
"@freshfelicity I prefer foraging too! But will buy if I have to. Richmond is fairly far, I am in Zone 3 NE London ",negative
Bellydance class tonite! $5 YogaFit class on Wed. eve! RSVP!! Namaste. ,positive
@elysion32 LOL.... ,positive
Going to NYC tommorrow that means airport again  baha,negative
"@davewhits Thanks for the welcome. I agree, it is rare. I do quite a bit of free stuff on Radiodaddy.com (when I'm not full of cold) ",negative
"@PrincessSuperC WORK C, get that promo, whoop whoop!! ",positive
"Oh man I don't wanna go back to ikea, so far away ",negative
@JoeyLibetta Been better. Sore throat and sniffles today. You well? ,positive
@ttaylorbear that's me every morning ,negative
"Sick baby girl (ok fine, 4 isn't still a baby,I know, I know) + sad crying kitty + cold lonely bed = almost 5am and still no blog post ",negative
sat baking in the sun before have to start the nightshift!!!no alcohol though ,negative
"Have a great weekend, the sun is splitting the stones in Dublin, Dont forget your sunscreen ",positive
@RobPattinson_ I wanted 2 say that I think you are taking this new fame extremely well  U are also definitley cute ,positive
Attending thatonegrandpa.com 's baby shower  @frank3d,positive
@Flipsi oh that's sad  but we are going to have some ice cream soon,negative
@rachelmueller superwoman with oven mitts. you rock. ,positive
almost there! ,positive
"@iamDavidMarsh im looking for something annoyingly funny to say to cheer u up, but i got nothin but knockknock jokes. ",negative
wishes maria bamford or patton oswalt were on Twitter ,negative
Bike was way too painful    And now i have horrible throbbing pain that wont go away!!!!,negative
@superEd86 heyy! check your inbox ,positive
"That was an amazing race! So happy for Vettel and Webber, but also heartbroken for Sutil and Nick. Poor Nick  #f1",negative
@chiliad no ice cream here ,negative
how do i twitter from my cell phone...????   i am new !!!!!!!   do i go to internet ???       help  !!!!!!!!!     thanks     ,negative
"Of course, it doesn't help if they close the slow line and we end up following a stopping service ",negative
I'm still so cold and tired. ,negative
@SeanMalarkey What are you doing?  No jumping this morning? ,positive
@Steve_Buscemi Had same phone prank played on myself some time ago-not funny AT ALL-some clients havent looked at me the same since ,negative
man I haven't watched tv in weeks! what's wrong with me ,negative
OMG! last night i stayed up till 4 and now i am sooo tired! ,negative
@scribblepotemus Awwww shucks ,positive
@taffylonglegs Imma be late too ,negative
@jmacgirl1992  I'd sign up for the extra credit ,positive
"@FootballRamble Indeedy, and it was supurb! Another cracking Ramble! Especially talking about liverpool ",positive
"@mechis100 Churrita, welcome to Twitterland ",positive
"@MrPolishHer ; LMAO o yea, that poor fella  haha.. but umm i come every summer ;) but i just might watch that i hear good things!",negative
Just cleaned out my fridge and freezer.  You don't want to know how much I chucked out. ,negative
Headache. I love rain at night. Snugglin with Mardi Gras ,positive
"@nydgenga Hi sweetie, thats really mean people taking your food ",negative
mmm sun (L) sat in the garden soaking it in ,positive
@carolinezcraftz ty  Its a lovely palette but tbh I don't think the pay off is quite as great as some of their other signature palettes,positive
Worst time to be unwell is during bank hols!  It's not fair!!!,negative
2nd last week workin at the cafe  gotta get my coffee/food fix while I can!,negative
@upstatehustler I confess I had never actually watched a video of her until today- wow her personality is very bizarre.  And the lips? ,positive
@brendadada join the club.  Lettuce leaf with grated carrot in it for me ,negative
"@leightonmarissa  Hey leighton  LOVE your song Birthday ! cant get it out my head, hope you visit for U.K soon xoxo",positive
watching 17 again for the third time! ,positive
4am and I'm FINALLY leaving studio  Thank goodness for late classes.,negative
@CHINOXL http://www.kare-lezz.net comment ,positive
i wish i knew where things were ,negative
Realized that I should be enjoying these days of summer with nothing to do and only the sunshine to enjoy ,positive
I hate College right now ,negative
still don't have the time to twit..i dont think this is for me ,negative
Kids seem to have the flu  (not *the* flu I pray) and I am not feeling too good myself. A week of nights-of-little-sleep sux! Off to bed!,negative
Broke things off with my guy tonight and am really depressed about everything.  ,negative
"@ThePiton: The first two describe the instructor, the third the room.  Think about it. ",positive
@snazzytimes  heyy im going to rochester  how do you get vip tickets?,positive
My sister says she's on a quest for a M.A.N  LOL good luck gurl ,positive
@chimici hello! how's your trip? it is a trip right? ,positive
On my way to school!! ,negative
so lazy to go out and have lunch ,negative
@MissIgs been too many meetings since 12:30  AAHH!,negative
literally jst left work! only 14hr shift  lol. Nakered! Bak in at 7 2moro ,negative
"@MarkDalton you won't regret that choice, I kept allegiance to MightyMouse for years but then changed to MX Revo, sooo much better ",positive
slept when she got home and now must do homework at 4am.  ,negative
Dinner was Great...But im to Full to fit in Dessert! ,negative
Chuck Liddel no win  boooo,negative
I'm surrounded by people I don't know and people I haven't seen in ages. I should be at BAMBOOZLE right now! ,negative
@ChubbyGayMan We're getting ready to eat. I'll be back later my friend. Enjoy dazzling the world around you  You're the best!,positive
Such a late night last night... I'm too tired to do stuff today!  lol,negative
@saynine. BTW... Saw Mr. S. They were closed though. ,negative
@sonnyjoeflangan hey did you know that shimmy a gogo was just on the tv  wow im excited .xx,positive
crazy night. on the way to the beach to meet up with nicole ,positive
"having dinner at LJS now,ate so much!!definitely not good for my workout plans..En's opposite me,reading Teens  - http://tweet.sg",positive
"@DonnieWahlberg If you ain't run by money, how 'bout throwing some of yours my way? ",positive
@JesseHoyle  Let's just agree that gunshots = bad.,negative
"@bellasoul the inside of my house was much more colder than outside, too ",positive
@GoofysGal15 Thanks for the pixie dust! With that and a happy thought we can fly ,positive
@JGoldsborough i'm being charged internet usage and the only thing I use the internet for is my unlimited picture texts ,negative
@JosieMcC LOL ...I need one had a 30 km drive on my bike ,positive
Tired of my throat hurting... and I do not want to go to court in a few hours. ,negative
stupid cough! demmit!  *cough* *cough* ((((( X(,negative
Off for my ruuun ,positive
@SaschaGommel I'll have a look at it ;-) Couldn't come to the lecture - Had to go to the dentist ,negative
Big Mama is missing her mommy!  she is always gone! http://apps.facebook.com/dogbook/profile/view/6305303,negative
"@ShannerNanner hey there!  sorry i missed you earlier today, it was kind of a crazy day of tryin to sleep &amp; not bein able ",negative
I want to read my book but I have to do homework  off now so bye!,negative
"@polokenny -- shit, everywhere! I don't discriminate. ",positive
"DOLLHOUSE, HOLY SHIT !!!. i will personally set fox on fire if they don't renew this show.  BEST EPISODE EVER!",negative
@bruwmac give her a hug from me and my little one sitting here doing homework!!  she loves to hug people-so do I!!,positive
Britney Spears is following me! Wooohoo! Haii Britney! &lt;3 I love you! hahaha ,positive
yo its amd nice out and i gotta stay in the house ,negative
"if all goes well today, i'll be packing on friday. ",positive
"is hating th weather , not kewel having rainy nites for costume parties ",negative
...now freezing our buttocks off again ,negative
OMG OMG WHY ARE THE SPIDERS ALWAYS IN MY CAR. ,negative
Is going to get herhaircut soon - going to get a fringe methinks ,positive
I want mcdonalds but the stupid lady on the line said their stupid people are busy ,negative
missing the Wild Wild West Marathon right now for the first time in a decade ,negative
can't write anymore papers  five to go,negative
Thinking about hitting the town with Dani tonight. She's such a cool lady ,positive
@Vnigs wha hoppa? ,negative
Good morning Swap friends! I hope you are enjoying this beautiful Saturday! ,positive
@welshrob87 yeah he was unlucky at Monaco too ,negative
worried about the dean kelly project... hope katie &amp; karleigh are wrong. ,positive
Gilmore girls ,positive
"I cant wait for my hubby to be home, so i can cuddle with him on the couch and in bed!! i miss him! 4 months is way to long    LOVE YOU",negative
Haha her friend game is down bad now too! Its cool tho. oh n she wsnt think wit her head she was thinkin wit her.... ,positive
@remoteryan  RIP JG Ballard,negative
Ugh...I was doing so good too. ,negative
To be or not to be at the comets...i don't think it's even worth going anymore if TH won't be there ,negative
@Emma_Proust no it doesn't have to be  how can it not be anymore? Im too tired to keep going like it is.,negative
@bobbyllew Mine too....isn't the house quiet? ,positive
Back to tennis! Gila news too slow today!    #procycling,negative
@Vicki_Owen I used it for undergrad dissertation many years ago but haven't used it since.Recall hating it but think I need to use again! ,negative
Russell Brand and Noel Gallagher show on TalkSport - http://tinyurl.com/chu8ec Just listening to the mp3 now. ,positive
"Dog Walking shud B fun, its grt exercise, if its not for U and Ur dog, see... http://jijr.com/hiBF Train Without Pain, instant results, ",positive
@MickyCook  me too ... *sigh*,negative
Good morning TwitFam...alil cloudy ,negative
good morning  How was everyone's Saturday night? couldn't sleep last night. still IN love. &lt;33,positive
doesn't understand why someone who &quot;loves&quot; me hurts me so damn much so often!  ,negative
Very very sick ,negative
@b_positive it is indeed mario kart. ,positive
Hello twitter lol back to  school ,negative
@CiaranMcNulty There is a more 'verbose' explanation here  http://www.allthingsdistributed.com/2008/12/eventually_consistent.html,positive
Freshly Squeezed lied. They only showed the video in the end! ,negative
@superstaraj Howwww r ya AJ??????... Hope all iz well mister! ,positive
"@uvalmore WHY??? I was watching faithfully, I never heard anything about it. I'm so sad ",negative
I lost 6 followers  ouch..,negative
i have a headache.  going to make some semi home made pizza. (bought the dough) http://www.raychelllibby.blogspot.com,negative
Swelling in my hands and ankles has officially set in.  My fingers are turning into sausages. ,negative
@FirstLadyofMADE how was it last night? Sorry I couldn't make it out.  Hit me up later.,negative
@shoreditchtwit I foolishly chose 'cad' over 'scoundrel' and am now on a list of computer design geekery. ,negative
@tommcfly i just had dinner  so full had stickii date pudding for pudding hahaha XD,negative
@heylivhey man that really sucks  who was it?,negative
"@Seth_Rogen I love you, I'm not embarrassed to say, i just wanna go to the rooftops and scream I love Seth Rogen.   Best film ever ;-)",positive
"I hate myself for not doing my homework now!  oh ya, had a pedi today LOL. I want a blackberry!!! (to tweet) ok, I'm not gonna tweet again",negative
hoping my stomach flu is finally gone ,negative
Last one for now!  one of my faves,positive
i forgot how to sleep ,negative
"@tommcfly you could fly to australia, pick me up and take me to england? ",positive
"@aswinanand Well, we are on the verge of ruining this planet completely. Time we started working on another, dontya think? ",positive
"@DJDDT Thanks  I look out for those that look out for us. As long as u got us we got u, Ya Dig!!",positive
"@Cwluc dont like my new name?? SuperDelicious was already taken  yeah that one, unless we listened to more than that one.",negative
#asot4 anyone got video?:S i ain't got ,negative
"@Redcap7760 good morning mate, no sun today down in the tropics of somerset..  but that's ok off to work.",negative
@n00dzisaBAMF sorry I just got off work like 20 minutes ago  I would have come over if I got off sooner,negative
"What is the advantage of public updates? I will give it a try. If you know, do tell ",positive
@MickeySuspect they needed to borrow a bit of your change. :-/  i make money. but something has to change. it should be the fuckn tax code,negative
@augusten it's never wrong to tweet too much!! keep tweeting away! ,positive
Heh. Logged into Rhy at exactly the moment the servers went down for their weekly all-day maintenance. Score one for poor timing. ,negative
@mrskutcher I can see u ,positive
"After 41 consecutive sets won on clay, Rafael Nadal loses one. Will he lose another one, consecutively?  Go Djokovic!",positive
"another wonderful day, hoping things will go well tonight! ",positive
"thinks that things are improving for his general bipedal motion capabilities, but it'll still be awhile before I'm really back exercising ",negative
nice to see u peeps irl at the geek meet today ,positive
This sucks :/ I can't sleep ,negative
#cfs you are permanently tired? why is it you still have the energy to be at the computer all day? - looking for a serious reply to that ,negative
 bored..... sad.... no one tweeting...,negative
"@StevieWynn I knoooowwww  but I have actually only had it twice in the last 4 months, so not really enuff for a removy job.",negative
sonic didnt work out  there were like 12 million ppl standing outside waiting for shit. pick up stix was a faulty substitution,negative
is off to work again on little sleep. ,negative
"http://twitpic.com/3l8tz - Its... THE ARISTOCATS  lol ?Cos He's Thomas Omaley, Omaly the Alley cat..?",positive
@KelleeAnne No shit man.  I *almost* went back when they first got there before they started production. I guess I'll just have to wait.,negative
 ALL GOOD THINGS COME TO AN END! =(,negative
@Tyrese4ReaL  AND THAT IS WHAT MAKES YOU SO BEAUTIFUL! *SIGH*  MUAH!,positive
@somecanuckchick I thought &quot;H&quot; was for &quot;Honh honh honh !&quot;   (nice cake and happy Hub!),positive
@meday  right back atchya!! Hope you're having a great day.,positive
@Dunkndisorderly nope  you are just a Twitter magnet ,negative
My thumb is throbbing. It looks as bad as it hurts ,negative
Y DO U BLAME EVERYTHING ON ME I NO I WAS AN ACCIDENT BUT I THOUGHT U'D GET OVER IT 19 YRS LATER I GUESS U WILL ALWAYS BLAME ME... ,negative
@Lady_Twitster Oh poor you! ,negative
is killing trees... I mean downloading important educational research ,negative
writing is a great getaway from people and things...you should try it...you never know what you might come up with ,positive
Is gonna try to go to sleep now! Again! Looking forward to the a.m! Tweet tweet!  zZZZzzzz,positive
this time speakers ON! neighbors listening with me  #asot400,positive
@alexisgrant Sure!  It's about censorship of photojournalism during War time #writechat,positive
does not want to work on this beautiful dayyyyy ,negative
Sun's out. Ironed my White jeans. Took ages so I hope it was worth it. There's a fine line between mutton and lamb. ,positive
Fuck! I missed the fight b/c I was sleeping like a baby by 5 pm  ,negative
@aviolan Don't think that  I love you. Feel better. I'm praying for you. ALWAYS&lt;3,negative
@alicam thanks very much for the follow ,positive
Paw pawing my ass off smh...im starting to feel better ,positive
"when House says &quot;sista,&quot; it's adorable   when the jimmy johns guys says it, it has an uncomfortable racial undertone.",positive
off to lunch. then some work. urggh... it is a Sunday ,negative
GOOD MORNING!!   SENDING HUG'S&amp;KISSES TO ALL MY TWITTER FAM..OXOOXXOXOXOOXOXXOO,positive
"@nikkiwoods aww    all 4 of us? whoa. we need 2 do a nikki recruit drive-top shelf only, selfish 1's need not apply! ",negative
"Finished my short film, feels a little wrong, but it's 15 seconds over... ",negative
"interesting to note how twitter is like branding..the more you tweet, the more people follow - thanks for the follow Alister, Mark, Greg ",positive
I want brownies like nobodies business. But no brownies for me. ,negative
@iamdiddy good night  Diddy live &gt; http://bit.ly/BeN2t,positive
Sunday should be a day to lounge around and do nothing! Today would be perfect if I could find some decent Mexican food in this town ,negative
is so 'jeles' argh.  sy pn mau jln sm kau jg. *sadddddddddddddish,negative
@dathibodeau 12 p.m. today--IF they don't push it back again ,negative
AAAAARGH! my ups SUCKS!!! my 6month old bookworm deluxe game got destroyed! and i was happily making a 9 letter 20k+ points word ,negative
"Tonight was a blast, but knowing that I'll be officially retiring from the 2008-2009 T-O District Board in a few hours is making me sad! ",negative
i think i have tonsillitis ,negative
"@notMarley haha..yeah, this is exciting! ",positive
Hope &amp; Bo from Days Of Our Lives are in Melly and i cant go see dem  lol,negative
I had an AWESOME time last night at the white party....but now I have a TERRIBLE hang over ,negative
Good morning world!! 8.42 am here and it's always raining ,negative
@MeganAlaska  Ooops.. I had a bug   But I fixed it..    Try that tiny URL again..,negative
"After my one day of being able to check my email through my Hotmail account, it's, once again, gone back to hell in a hand basket. ",negative
"@LAWeekly I did, It was amazing. Went To Rockaways three different times and told everyone to go ",positive
"@Vemsteroo There's a patch of frog-blood in the garage  I feel guilty, but I've stopped crying. Lol. I've never killed anything before.",negative
@vuhhnessa I have a thing for blue eyes. Uh. I wish guys around where I lived looked like that. It is not fairr. ,negative
Fabulous date with my sweetie pie husband ,positive
people named virginia get on my nerves! ,negative
"@castlefibers Thanks, keep talking to @shibaguyz and it won't be long!  I love them to bits!",positive
"#flylady drats! forgot to take the meat out of the freezer, now we have to figure something else out for dinner  means spending more money",negative
Why don't they have a GoodReads app for the iPhone?  ,negative
owch my leg hurts cut it whalst shaving  want starbucks   nowcause of @tommcfly grrrr,negative
"I'm not well, probably won't be anytime soon ",negative
I'm back in the Nam...on this sunny day; shame Sacha is working and I have work to do...  and I miss my old phone...call me on my temp?,negative
Im officially scared of toys X__X -Lily ,positive
Much Luv to @espressowoman54 &amp; @tommyruffin who's now following me on twitter!! ,positive
"Heading to Marsh to pick up Jakob's cake for the big &quot;friend&quot; party at Bounce Planet! Due to soccer, other sports; many couldn't make it! ",negative
is missing her Luke more than she thought was possible  Roll on 5pm!,negative
Wonderful evening at Napali New Year ... tomorrow is #empsfpopconf ... have a nice evening everyone ... wishing you kind dreams.    d3,positive
@ryleedavis I went home and right to sleep from work this morning. I just woke up right now ,negative
At the Houston airport! Way tired but sad to see my brother leave. ,negative
"c'mon, we allllll know you know all the words to this song  ? http://blip.fm/~4kba7",positive
@raindrops_hali Twenty. ,negative
"@saudarilee Hey hey, where did you get the Man U rompers? Are there any other club rompers available? Thanks  -Zee",positive
FML. Fuck being awake. Fuck school. Go away everyone ,negative
@Sixxjohn I'm the worst I know  but I'll be back soon,negative
@beccaRAR I like your new pic ,positive
"my aunt's in the hospital, going to visit her ",negative
@TheEmmaHamilton I really don't want to go to school either ,negative
Is very sad right now  i hate life!,negative
"@PlusLadyG  i can take the sneezing,,it's the itching of the throat ..eyes... ears.. nose that i can't take ",negative
@andytlr Thats annoying! I can't wait to install it!     lol,positive
"@CHRIS_Daughtry I apologize for all the random BS- but I have to ask, &amp; many want to know...Were you offended by &quot;The Pants&quot; business? ",negative
This is hilarious!..'Bossnapping'..  http://schott.blogs.nytimes.com/2009/03/26/bossnapping/,positive
"morning! too bad I forgot about the #caps game for the #twtpool yesterday, would have been 100% ",negative
Dress up day at work. I look good damnit. ,positive
@kristosbaby lol mee too  although it's more to do with how skint I am  We shall all need to get a wee lunch sometime soon though!,negative
"@joepolitics sad, very very sad...i can't go but desperately want to  man i luv fla, but wish i was closer to boston! dammit!",negative
@caterpilly I remember moscow metro ;) I miss russia - boo ,negative
The march of dimes event was very awesom today !!!!!!!!!!!!!!!!!!!!!! To bad I didnt win the car.    ,negative
"@OfficialAshleyG that would have to be Ashley Greene and Jackson Rathbone,why becasue they petray an amazing alice and jasper in twilight ",positive
Too many errands to run today. ,negative
"@heidimontag I've had brunch with some friends, and now I'm doing homework  I'm from Denmark, and day is almost over here. It's 6.40 pm",negative
Now our kitteh Stanley is sick! His lungs are filling with fluid and he has to spend the night in an oxygen chamber at the emergency vet. ,negative
@kurt_ctdk One of my all-time favourites too! ,positive
@Accessoryamy  Clean Me!,negative
"@annyo84 im SO GLAD for u, but im also VERY JEALOUS hahah!! aww i wish i was there  u guys have fun k! take pi.. http://tinyurl.com/c6n5y8",negative
i ate a very fat crab. YUM hahahaha! ,positive
ooouuuccchhh!! hella sore from skating the epic park ,negative
@ksvanbuskirk I was thinking more that his uncle is what makes him weird. I'm not saying which one though. ,positive
Doing a little cleaning before bed. My head hurts ,negative
"yep, going to be there ",positive
meeting my niece for the first time today ,positive
